Entry	Entry name	Status	Protein names	Gene names	Organism	Length	Gene ontology (biological process)
P0AFB6	NTRB_ECO57	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	glnL Z5405 ECs4791	Escherichia coli O157:H7	349	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
A4VPM6	PANB_PSEU5	reviewed	3-methyl-2-oxobutanoate hydroxymethyltransferase (EC 2.1.2.11) (Ketopantoate hydroxymethyltransferase) (KPHMT)	panB PST_3296	Pseudomonas stutzeri (strain A1501)	266	pantothenate biosynthetic process [GO:0015940]
P55674	NIFN_SINFN	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN NGR_a01090 y4vO	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	469	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
Q07559	NIFW_AZOBR	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Azospirillum brasilense	107	nitrogen fixation [GO:0009399]
P05407	NIFA_BRADU	reviewed	Nif-specific regulatory protein	nifA blr2037	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	582	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
P11068	NIFQ_AZOVI	reviewed	Protein NifQ	nifQ	Azotobacter vinelandii	195	nitrogen fixation [GO:0009399]
P46040	NIFZ_FRAAL	reviewed	Protein NifZ	nifZ	Frankia alni	192	nitrogen fixation [GO:0009399]
P27713	NIFA_HERSE	reviewed	Nif-specific regulatory protein	nifA	Herbaspirillum seropedicae	542	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]; positive regulation of transcription, DNA-templated [GO:0045893]
P46034	NIFH_FRASP	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Frankia sp. (strain FaC1)	287	nitrogen fixation [GO:0009399]
P19543	NIFJ_ENTAG	reviewed	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	nifJ	Enterobacter agglomerans (Erwinia herbicola) (Pantoea agglomerans)	1173	electron transport chain [GO:0022900]; nitrogen fixation [GO:0009399]
P0AFB9	NTRC_ECO57	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	glnG Z5404 ECs4790	Escherichia coli O157:H7	469	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]; regulation of transcription, DNA-templated [GO:0006355]
A4VMV0	NQRE_PSEU5	reviewed	Na(+)-translocating NADH-quinone reductase subunit E (Na(+)-NQR subunit E) (Na(+)-translocating NQR subunit E) (EC 7.2.1.1) (NQR complex subunit E) (NQR-1 subunit E)	nqrE PST_2651	Pseudomonas stutzeri (strain A1501)	202	respiratory electron transport chain [GO:0022904]; sodium ion transport [GO:0006814]
A4VKR6	FABA_PSEU5	reviewed	3-hydroxydecanoyl-[acyl-carrier-protein] dehydratase (EC 4.2.1.59) (3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabA) (Beta-hydroxydecanoyl thioester dehydrase) (Trans-2-decenoyl-[acyl-carrier-protein] isomerase) (EC 5.3.3.14)	fabA PST_1893	Pseudomonas stutzeri (strain A1501)	171	fatty acid biosynthetic process [GO:0006633]
P27199	LGB_PSOTE	reviewed	Leghemoglobin		Psophocarpus tetragonolobus (Winged bean) (Dolichos tetragonolobus)	145	
A4VPC2	LOLB_PSEU5	reviewed	Outer-membrane lipoprotein LolB	lolB PST_3185	Pseudomonas stutzeri (strain A1501)	206	lipoprotein localization to outer membrane [GO:0044874]; protein transport [GO:0015031]
A4VRY9	MDCC_PSEU5	reviewed	Malonate decarboxylase acyl carrier protein (Malonate decarboxylase subunit delta)	mdcC PST_4118	Pseudomonas stutzeri (strain A1501)	99	
Q89VX9	GLND_BRADU	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD bll0916	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	929	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
O07643	NIFK_CROS5	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK cce_0561	Crocosphaera subtropica (strain ATCC 51142 / BH68) (Cyanothece sp. (strain ATCC 51142))	511	nitrogen fixation [GO:0009399]
P09570	NIFA_AZOVI	reviewed	Nif-specific regulatory protein	nifA	Azotobacter vinelandii	522	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
Q2J4G6	NIFW_FRACC	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW Francci3_4480	Frankia casuarinae (strain DSM 45818 / CECT 9043 / CcI3)	151	nitrogen fixation [GO:0009399]
P06770	NIFB_BRADU	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB blr1759	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	499	nitrogen fixation [GO:0009399]
P19906	NTRB_VIBAL	reviewed	Sensory histidine kinase/phosphatase NtrB (EC 2.7.13.3) (EC 3.1.3.-) (Nitrogen regulation protein NR(II)) (Nitrogen regulator II) (NRII)	ntrB	Vibrio alginolyticus	350	nitrogen fixation [GO:0009399]; regulation of transcription, DNA-templated [GO:0006355]
Q8PW88	NRPA_METMA	reviewed	Nif-regulating protein A	nrpA MM_1708	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	134	
P28010	LGB4_MEDSA	reviewed	Leghemoglobin	LB3	Medicago sativa (Alfalfa)	147	
A4VNV6	LEU1_PSEU5	reviewed	2-isopropylmalate synthase (EC 2.3.3.13) (Alpha-IPM synthase) (Alpha-isopropylmalate synthase)	leuA PST_3016	Pseudomonas stutzeri (strain A1501)	556	branched-chain amino acid biosynthetic process [GO:0009082]; leucine biosynthetic process [GO:0009098]
P23119	NIFM_AZOCH	reviewed	Putative peptidyl-prolyl cis-trans isomerase NifM (PPIase NifM) (EC 5.2.1.8) (Rotamase NifM)	nifM	Azotobacter chroococcum mcd 1	293	nitrogen fixation [GO:0009399]
Q53206	NIFA_SINFN	reviewed	Nif-specific regulatory protein	nifA NGR_a01260 y4uN	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	594	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
P09137	NIFW_KLEPN	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Klebsiella pneumoniae	86	nitrogen fixation [GO:0009399]
Q44044	NIFH_ALCFA	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Alcaligenes faecalis	296	nitrogen fixation [GO:0009399]
A6TTY3	NIFH_ALKMQ	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Amet_3524	Alkaliphilus metalliredigens (strain QYMF)	272	nitrogen fixation [GO:0009399]
P22548	NIFH4_CLOPA	reviewed	Nitrogenase iron protein 4 (EC 1.18.6.1) (Nitrogenase Fe protein 4) (Nitrogenase component II) (Nitrogenase reductase)	nifH4	Clostridium pasteurianum	273	nitrogen fixation [GO:0009399]
P06119	NIFH_METVO	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Methanococcus voltae	278	nitrogen fixation [GO:0009399]
P0CY95	NIFH1_RHOCA	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	295	nitrogen fixation [GO:0009399]
P15052	NIFK_ACIFR	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK	Acidithiobacillus ferrooxidans (Thiobacillus ferrooxidans)	518	nitrogen fixation [GO:0009399]
P03029	NTRC_KLEPN	reviewed	DNA-binding transcriptional regulator NtrC (Nitrogen regulation protein NR(I)) (Nitrogen regulator I) (NRI)	ntrC	Klebsiella pneumoniae	469	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]; regulation of transcription, DNA-templated [GO:0006355]
P85087	GLNA_VITSX	reviewed	Glutamine synthetase (EC 6.3.1.2) (Glutamate--ammonia ligase) (Fragments)		Vitis sp. (Grape)	51	
P11671	GLNB_KLEOX	reviewed	Nitrogen regulatory protein P-II	glnB	Klebsiella oxytoca	112	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
O54053	GLNB_RHIEC	reviewed	Nitrogen regulatory protein P-II	glnB glnK RHE_CH03974	Rhizobium etli (strain CFN 42 / ATCC 51251)	112	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
P23244	HBP2_CASGL	reviewed	Hemoglobin-2 (Hemoglobin II)	HBII	Casuarina glauca (Swamp oak)	160	
A4VK13	KATG_PSEU5	reviewed	Catalase-peroxidase (CP) (EC 1.11.1.21) (Peroxidase/catalase)	katG PST_1629	Pseudomonas stutzeri (strain A1501)	743	hydrogen peroxide catabolic process [GO:0042744]; response to oxidative stress [GO:0006979]
Q43296	LGB2_VIGUN	reviewed	Leghemoglobin-2 (Leghemoglobin II) (LbII)	LBII	Vigna unguiculata (Cowpea)	145	
A4VQP2	MUTL_PSEU5	reviewed	DNA mismatch repair protein MutL	mutL PST_3670	Pseudomonas stutzeri (strain A1501)	625	mismatch repair [GO:0006298]
Q8PXY1	NRPR1_METMA	reviewed	Global nitrogen regulator NrpRI (Nitrogen regulatory protein R I)	nrpRI MM_1085	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	323	
Q9Z5X5	NIFS_FRASE	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	nifS	Frankia sp. (strain EuIK1)	419	[2Fe-2S] cluster assembly [GO:0044571]; nitrogen fixation [GO:0009399]
P09828	NIFA_RHILE	reviewed	Nif-specific regulatory protein	nifA	Rhizobium leguminosarum	519	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
P10336	NIFN_AZOVI	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifN	nifN	Azotobacter vinelandii	458	molybdopterin cofactor biosynthetic process [GO:0032324]; nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
P24426	NIFA_RHILT	reviewed	Nif-specific regulatory protein	nifA	Rhizobium leguminosarum bv. trifolii	353	nitrogen fixation [GO:0009399]; phosphorelay signal transduction system [GO:0000160]
Q9KJL4	NIFW_TRIEI	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW Tery_4142	Trichodesmium erythraeum (strain IMS101)	103	nitrogen fixation [GO:0009399]
P10392	NIFQ_KLEPN	reviewed	Protein NifQ	nifQ	Klebsiella pneumoniae	167	nitrogen fixation [GO:0009399]
Q44484	NIFH2_TRIV2	reviewed	Nitrogenase iron protein 2 (EC 1.18.6.1) (Nitrogenase Fe protein 2) (Nitrogenase component II) (Nitrogenase reductase)	nifH2 Ava_4247	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	296	nitrogen fixation [GO:0009399]
P05345	NIFV_KLEPN	reviewed	Homocitrate synthase (EC 2.3.3.14)	nifV	Klebsiella pneumoniae	381	carboxylic acid metabolic process [GO:0019752]; nitrogen fixation [GO:0009399]
P26251	NIFH1_AZOC5	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1 AZC_3443	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	296	nitrogen fixation [GO:0009399]
P0CW55	NIFE_METMP	reviewed	Nitrogenase iron-molybdenum cofactor biosynthesis protein NifE	nifE MMP0858	Methanococcus maripaludis (strain S2 / LL)	480	nitrogen fixation [GO:0009399]; protein-containing complex assembly [GO:0065003]
Q55028	NIFH_RIPO1	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH PCC8801_1785	Rippkaea orientalis (strain PCC 8801) (Cyanothece sp. (strain PCC 8801))	296	nitrogen fixation [GO:0009399]
P00457	NIFH1_NOSS1	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1 nifH all1455	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	295	nitrogen fixation [GO:0009399]
C5BTB0	NIFH_TERTT	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH TERTU_1537	Teredinibacter turnerae (strain ATCC 39867 / T7901)	292	nitrogen fixation [GO:0009399]
P09555	NIFH6_CLOPA	reviewed	Nitrogenase iron protein 6 (EC 1.18.6.1) (Nitrogenase Fe protein 6) (Nitrogenase component II) (Nitrogenase reductase)	nifH6	Clostridium pasteurianum	272	nitrogen fixation [GO:0009399]
P55170	NIFD_METBA	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD2	Methanosarcina barkeri	532	nitrogen fixation [GO:0009399]
P51605	NIFD_METIV	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I) (Fragment)	nifD	Methanobacterium ivanovii	27	nitrogen fixation [GO:0009399]
P0CW50	NIFD_METMI	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Methanococcus maripaludis (Methanococcus deltae)	477	nitrogen fixation [GO:0009399]
P20620	NIFD_METTL	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Methanothermococcus thermolithotrophicus (Methanococcus thermolithotrophicus)	478	nitrogen fixation [GO:0009399]
Q50788	NIFD_METTM	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD MTBMA_c01490	Methanothermobacter marburgensis (strain ATCC BAA-927 / DSM 2133 / JCM 14651 / NBRC 100331 / OCM 82 / Marburg) (Methanobacterium thermoautotrophicum)	470	nitrogen fixation [GO:0009399]
A4SFU6	NIFH_CHLPM	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Cvib_1343	Chlorobium phaeovibrioides (strain DSM 265 / 1930) (Prosthecochloris vibrioformis (strain DSM 265))	274	nitrogen fixation [GO:0009399]
P18500	HESA_NOSS1	reviewed	Protein HesA	hesA all1432	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	252	nitrogen fixation [GO:0009399]
A4VGE1	HIS2_PSEU5	reviewed	Phosphoribosyl-ATP pyrophosphatase (PRA-PH) (EC 3.6.1.31)	hisE PST_0336	Pseudomonas stutzeri (strain A1501)	110	histidine biosynthetic process [GO:0000105]
A4VJ11	NAPA_PSEU5	reviewed	Periplasmic nitrate reductase (EC 1.9.6.1)	napA PST_1268	Pseudomonas stutzeri (strain A1501)	834	Mo-molybdopterin cofactor biosynthetic process [GO:0006777]; nitrate assimilation [GO:0042128]
P17434	NIFB_RHOCA	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	452	nitrogen fixation [GO:0009399]
P25313	NIFD_AZOBR	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Azospirillum brasilense	482	nitrogen fixation [GO:0009399]
O27602	NIFH1_METTH	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1 MTH_1560	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	275	nitrogen fixation [GO:0009399]
Q00853	NIFVA_CLOPA	reviewed	Homocitrate synthase subunit alpha (EC 2.3.3.14)	nifV-ALPHA	Clostridium pasteurianum	269	carboxylic acid metabolic process [GO:0019752]; nitrogen fixation [GO:0009399]
Q07177	NIFS_RHOCA	reviewed	Cysteine desulfurase (EC 2.8.1.7) (Nitrogenase metalloclusters biosynthesis protein NifS)	nifS	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	384	nitrogen fixation [GO:0009399]
P11067	NIFB_AZOVI	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB	Azotobacter vinelandii	502	molybdopterin cofactor biosynthetic process [GO:0032324]; nitrogen fixation [GO:0009399]
Q9ZIE4	NIFH_GLUDA	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH GDI0436 Gdia_1570	Gluconacetobacter diazotrophicus (strain ATCC 49037 / DSM 5601 / CCUG 37298 / CIP 103539 / LMG 7603 / PAl5)	298	nitrogen fixation [GO:0009399]
B8HWE3	NIFH_CYAP4	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Cyan7425_2364	Cyanothece sp. (strain PCC 7425 / ATCC 29141)	298	nitrogen fixation [GO:0009399]
Q06879	NIFJ_NOSS1	reviewed	Pyruvate-flavodoxin oxidoreductase (EC 1.2.7.-)	nifJ alr2803	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	1199	electron transport chain [GO:0022900]; nitrogen fixation [GO:0009399]
A4VJV0	ISPF_PSEU5	reviewed	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase (MECDP-synthase) (MECPP-synthase) (MECPS) (EC 4.6.1.12)	ispF PST_1566	Pseudomonas stutzeri (strain A1501)	157	isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway [GO:0019288]; terpenoid biosynthetic process [GO:0016114]
Q05544	NO551_SOYBN	reviewed	Early nodulin-55-1 (N-55-1) (Fragment)	ENOD55-1	Glycine max (Soybean) (Glycine hispida)	137	nodulation [GO:0009877]
Q4W8D0	GLN13_ORYSJ	reviewed	Glutamine synthetase cytosolic isozyme 1-3 (EC 6.3.1.2) (Glutamate--ammonia ligase GLN1;3) (OsGLN1;3) (OsGS1;3)	GLN1-3 Os03g0712800 LOC_Os03g50490 OsJ_12330 OSJNBb0033N16.19	Oryza sativa subsp. japonica (Rice)	370	glutamine biosynthetic process [GO:0006542]
P04078	GLNA1_MEDSA	reviewed	Glutamine synthetase cytosolic isozyme (EC 6.3.1.2) (Glutamate--ammonia ligase)		Medicago sativa (Alfalfa)	356	glutamine biosynthetic process [GO:0006542]
P05457	GLN1B_BRADU	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase I beta) (GSI beta)	glnA glnI blr4949	Bradyrhizobium diazoefficiens (strain JCM 10833 / BCRC 13528 / IAM 13628 / NBRC 14792 / USDA 110)	469	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]; nitrogen utilization [GO:0019740]
P08281	GLNA2_PEA	reviewed	Glutamine synthetase leaf isozyme, chloroplastic (EC 6.3.1.2) (GS2) (Glutamate--ammonia ligase)	GS2	Pisum sativum (Garden pea)	430	glutamine biosynthetic process [GO:0006542]
P04771	GLNA2_PHAVU	reviewed	Glutamine synthetase PR-2 (EC 6.3.1.2) (Gln isozyme alpha) (Glutamate--ammonia ligase)		Phaseolus vulgaris (Kidney bean) (French bean)	356	glutamine biosynthetic process [GO:0006542]
P20805	GLNA2_FRAAL	reviewed	Glutamine synthetase (GS) (EC 6.3.1.2) (Glutamate--ammonia ligase) (Glutamine synthetase II) (GSII)	glnII	Frankia alni	352	glutamine biosynthetic process [GO:0006542]; nitrogen fixation [GO:0009399]
P56884	GLND_RHIME	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD R00396 SMc01124	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	949	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
Q65SZ8	GLND_MANSM	reviewed	Bifunctional uridylyltransferase/uridylyl-removing enzyme (UTase/UR) (Bifunctional [protein-PII] modification enzyme) (Bifunctional nitrogen sensor protein) [Includes: [Protein-PII] uridylyltransferase (PII uridylyltransferase) (UTase) (EC 2.7.7.59); [Protein-PII]-UMP uridylyl-removing enzyme (UR) (EC 3.1.4.-)]	glnD MS1305	Mannheimia succiniciproducens (strain MBEL55E)	875	nitrogen fixation [GO:0009399]; regulation of nitrogen utilization [GO:0006808]
Q53205	NIFB_SINFN	reviewed	FeMo cofactor biosynthesis protein NifB (EC 4.-.-.-) (Nitrogenase cofactor maturase NifB) (Radical SAM assemblase NifB)	nifB NGR_a01270 y4uM	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	493	nitrogen fixation [GO:0009399]
Q93JR5	NIFW_RHIET	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Rhizobium etli	127	nitrogen fixation [GO:0009399]
P14888	NIFW_AZOVI	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW	Azotobacter vinelandii	115	nitrogen fixation [GO:0009399]
B5ER76	NIFH_ACIF5	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Lferr_1240	Acidithiobacillus ferrooxidans (strain ATCC 53993) (Leptospirillum ferrooxidans (ATCC 53993))	296	nitrogen fixation [GO:0009399]
Q97ME5	NIFH_CLOAB	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH CA_C0253	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	272	nitrogen fixation [GO:0009399]
Q0RAW2	NIFW_FRAAA	reviewed	Nitrogenase-stabilizing/protective protein NifW	nifW FRAAL6805	Frankia alni (strain ACN14a)	131	nitrogen fixation [GO:0009399]
P08717	NIFD_RHOCA	reviewed	Nitrogenase molybdenum-iron protein alpha chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifD	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	499	nitrogen fixation [GO:0009399]
P09552	NIFH2_CLOPA	reviewed	Nitrogenase iron protein 2 (EC 1.18.6.1) (Nitrogenase Fe protein 2) (Nitrogenase component II) (Nitrogenase reductase)	nifH2	Clostridium pasteurianum	272	nitrogen fixation [GO:0009399]
P14636	GLNA3_LUPAN	reviewed	Glutamine synthetase nodule isozyme (EC 6.3.1.2) (Glutamate--ammonia ligase) (Fragment)		Lupinus angustifolius (Narrow-leaved blue lupine)	315	glutamine biosynthetic process [GO:0006542]
P00468	NIFK_NOSS1	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK all1440	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	512	nitrogen fixation [GO:0009399]
Q00852	NIFVO_CLOPA	reviewed	Homocitrate synthase, omega subunit (EC 2.3.3.14)	nifV-OMEGA	Clostridium pasteurianum	352	nitrogen fixation [GO:0009399]
P0CW53	NIFK_METMP	reviewed	Nitrogenase molybdenum-iron protein beta chain (EC 1.18.6.1) (Dinitrogenase) (Nitrogenase component I)	nifK MMP0857	Methanococcus maripaludis (strain S2 / LL)	462	nitrogen fixation [GO:0009399]
P19078	NIFX_RHOCA	reviewed	Protein NifX	nifX	Rhodobacter capsulatus (Rhodopseudomonas capsulata)	159	nitrogen fixation [GO:0009399]
B1I0Y8	NIFH_DESAP	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Daud_0143	Desulforudis audaxviator (strain MP104C)	280	nitrogen fixation [GO:0009399]
P33179	NIFU_ANASL	reviewed	Nitrogen fixation protein NifU (Fragment)	nifU	Anabaena sp. (strain L31)	112	iron-sulfur cluster assembly [GO:0016226]; nitrogen fixation [GO:0009399]
Q00240	NIFH_LEPBY	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH	Leptolyngbya boryana (Plectonema boryanum)	296	nitrogen fixation [GO:0009399]
P54799	NIFH1_METBA	reviewed	Nitrogenase iron protein 1 (EC 1.18.6.1) (Nitrogenase Fe protein 1) (Nitrogenase component II) (Nitrogenase reductase)	nifH1	Methanosarcina barkeri	275	nitrogen fixation [GO:0009399]
B4SC59	NIFH_PELPB	reviewed	Nitrogenase iron protein (EC 1.18.6.1) (Nitrogenase Fe protein) (Nitrogenase component II) (Nitrogenase reductase)	nifH Ppha_1949	Pelodictyon phaeoclathratiforme (strain DSM 5477 / BU-1)	274	nitrogen fixation [GO:0009399]
P26485	FIXX_AZOC5	reviewed	Ferredoxin-like protein	fixX AZC_3450	Azorhizobium caulinodans (strain ATCC 43989 / DSM 5975 / JCM 20966 / NBRC 14845 / NCIMB 13405 / ORS 571)	97	nitrogen fixation [GO:0009399]
P46050	FER3_TRIV2	reviewed	Ferredoxin-3 (Ferredoxin III) (FdIII)	fdxB Ava_4259	Trichormus variabilis (strain ATCC 29413 / PCC 7937) (Anabaena variabilis)	98	nitrogen fixation [GO:0009399]
P82802	FER2_AZOVD	reviewed	Ferredoxin, 2Fe-2s (2FeAvFdI) (Iron-sulfur protein I) (Shethna protein I)	Avin_01520	Azotobacter vinelandii (strain DJ / ATCC BAA-1303)	107	nitrogen fixation [GO:0009399]
P09819	FIXB_RHIME	reviewed	Protein FixB	fixB RA0446 SMa0819	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	353	nitrogen fixation [GO:0009399]
D5ARY8	FPRA_RHOCB	reviewed	Type A flavoprotein fprA (EC 1.-.-.-) (FMN protein fprA) (Flavoprotein A)	fprA norV RCAP_rcc03286	Rhodobacter capsulatus (strain ATCC BAA-309 / NBRC 16581 / SB1003)	435	
